"Year","Period","#Module","Occ","#Map","#Ass#","#Cand Key","Name","#CD","Mark","Grade","CD","#Cand Key"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#17/1","Theodore Dyke Acland","#",0,AB,,"#17/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#34/1","Denis Alexander","#",84,,,"#34/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#37/1","John Romilly Allen","#",69,,,"#37/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#48/1","Robert Allison","#",54,,,"#48/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#62/1","Ali Ansari","#",61,,,"#62/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#74/1","Francis Anstie","#",0,AB,,"#74/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#81/1","Norman Ashton","#",75,,,"#81/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#91/1","Harold Balme","#",60,,,"#91/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#94/1","Kenneth Barker","#",53,,,"#94/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#104/1","Eric Barnard","#",40,,,"#104/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#106/1","Simon Baron-Cohen","#",0,D,,"#106/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#113/1","James Barrett","#",55,,,"#113/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#116/1","George Barrow","#",87,,,"#116/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#133/1","Angus John Bateman","#",48,,,"#133/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#144/1","Evan Buchanan Baxter","#",100,,,"#144/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#154/1","Lionel Smith Beale","#",73,,,"#154/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#164/1","Raymond Beazley","#",53,,,"#164/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#169/1","Helen Beebee","#",70,,,"#169/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#178/1","David Bellamy","#",64,,,"#178/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#198/1","Robert Lubbock Bensly","#",44,,,"#198/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#200/1","Robert Bentley","#",67,,,"#200/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#212/1","Dinesh Bhugra","#",46,,,"#212/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#231/1","Jo Boaler","#",59,,,"#231/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#247/1","Brian Bond","#",60,,,"#247/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#262/1","John Eddowes Bowman","#",66,,,"#262/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#277/1","William Bowman","#",55,,,"#277/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#280/1","Harry Brighouse","#",87,,,"#280/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#282/1","Peter Brinsden","#",70,,,"#282/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#294/1","Henry William Bristow","#",45,,,"#294/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#300/1","William Brinton","#",64,,,"#300/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#316/1","Hilda Margaret Bruce","#",59,,,"#316/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#333/1","Ronald Burge","#",62,,,"#333/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#336/1","Michael Burgess","#",57,,,"#336/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#354/1","Arthur Coke Burnell","#",56,,,"#354/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#355/1","Elizabeth Burns","#",87,,,"#355/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#366/1","Geoffrey Burnstock","#",59,,,"#366/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#376/1","John Cadogan","#",73,,,"#376/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#379/1","Robert Townley Caldwell","#",0,D,,"#379/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#393/1","Leigh Canham","#",54,,,"#393/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#399/1","Thomas Cavalier-Smith","#",44,,,"#399/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#419/1","Qui-Lim Choo","#",84,,,"#419/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#423/1","Arthur Herbert Church","#",89,,,"#423/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#435/1","Alfred John Church","#",45,,,"#435/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#452/1","Suzannah Clark","#",85,,,"#452/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#467/1","Jill Macleod Clark","#",67,,,"#467/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#476/1","Alexander Coker","#",44,,,"#476/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#482/1","Edgar Crookshank","#",66,,,"#482/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#495/1","Charles Frederick Cross","#",83,,,"#495/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#497/1","William Broughton Davies","#",76,,,"#497/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#516/1","Howard Dalton","#",41,,,"#516/1"
"2012/3","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#524/1","Brian Davies","#",91,,,"#524/1"
