"Year","Period","#Module","Occ","#Map","#Ass#","#Cand Key","Name","#CD","Mark","Grade","CD","#Cand Key"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#979/1","Qasim Jan","#",57,,,"#979/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#993/1","Alwyn Jones","#",54,,,"#993/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1006/1","Janet Kear","#",70,,,"#1006/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1025/1","David Kemp","#",61,,,"#1025/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1038/1","Raymond Kirk","#",52,,,"#1038/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1047/1","George Kitchin","#",58,,,"#1047/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1061/1","Paul Knapman","#",48,,,"#1061/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1067/1","Robert Knecht","#",51,,,"#1067/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1087/1","Amelie Kuhrt","#",79,,,"#1087/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1107/1","Marios Kyriazis","#",0,AB,,"#1107/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1111/1","Sedat Laciner","#",47,,,"#1111/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1114/1","Andrew Lambert","#",50,,,"#1114/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1116/1","David Lary","#",74,,,"#1116/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1118/1","Daniel Leech-Wilkinson","#",67,,,"#1118/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1126/1","David Linton","#",70,,,"#1126/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1132/1","Michael Levitt","#",76,,,"#1132/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1151/1","Julius J. Lipner","#",36,,,"#1151/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1167/1","Claudio Maccone","#",43,,,"#1167/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1182/1","Donald MacCrimmon MacKay","#",60,,,"#1182/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1191/1","Morell Mackenzie","#",45,,,"#1191/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1197/1","Charles James Martin","#",42,,,"#1197/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1199/1","Maxwell Masters","#",52,,,"#1199/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1216/1","Edward Walter Maunder","#",0,AB,,"#1216/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1228/1","Alec Merrison","#",73,,,"#1228/1"
"2013/4","SEM2","#4CCS1PRA",1,"#4CCS1PRAMR1","#002","#1238/1","William Allen Miller","#",73,,,"#1238/1"
